Name,IP,K/9,BB/9,HR/9,BABIP,GB%,HR/FB,GB/FB,ERA,xERA,ERA-,SIERA,FIP,xFIP,FIP-,xFIP-,WAR,AVG,WHIP,WPA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,K%,BB%,playerid
Thomas Eshelman,21.1,2.95,4.22,2.11,0.304,35.40%,14.70%,0.85,8.02,5.76,184,6.69,7.1,6.89,158,160,-0.2,0.319,1.83,-0.85,25.80%,61.70%,43.40%,74.50%,92.60%,87.10%,49.00%,56.90%,5.60%,6.90%,9.80%,18361
Cory Abbott,12.1,5.84,6.57,3.65,0.275,40.90%,25.00%,0.9,8.03,6.85,194,6.15,9.32,6.94,225,165,-0.4,0.302,2.03,-0.04,23.80%,75.80%,43.10%,72.50%,86.70%,81.70%,37.10%,50.00%,7.90%,12.90%,14.50%,20277
Matt Shoemaker,60.1,5.97,4.03,2.24,0.291,45.00%,20.80%,1.31,8.06,6.31,184,5.43,6.56,5.45,152,127,-0.7,0.287,1.66,-0.36,34.50%,70.70%,49.20%,67.10%,87.50%,79.00%,40.40%,64.10%,10.30%,14.10%,9.50%,4776
Nick Margevicius,12,9,5.25,1.5,0.289,40.00%,12.50%,1,8.25,5.76,197,4.99,5.33,5.54,126,129,0,0.25,1.67,-1.01,27.90%,68.80%,45.60%,80.50%,87.00%,84.70%,43.20%,55.00%,6.90%,20.00%,11.70%,20395
Jose De Leon,18.1,16.2,5.4,1.96,0.439,31.10%,21.10%,0.74,8.35,5.29,195,3.25,4.53,3.53,104,83,0.1,0.282,1.8,-0.75,28.00%,65.20%,45.20%,48.10%,75.20%,66.20%,46.40%,65.90%,15.30%,36.30%,12.10%,15463
Yency Almonte,43,8.58,5.65,1.88,0.291,40.00%,19.10%,1.06,8.37,5.69,176,4.95,6.07,5.29,137,126,-0.6,0.257,1.63,-1.37,28.40%,68.10%,42.90%,57.40%,87.60%,74.90%,36.50%,55.30%,10.70%,20.80%,13.70%,15068
Jesse Biddle,10.2,9.28,6.75,0.84,0.31,57.10%,12.50%,2,8.44,4.79,200,4.98,5.13,5.25,123,124,-0.1,0.244,1.69,-0.03,24.60%,61.80%,38.20%,65.50%,88.10%,78.90%,36.60%,52.90%,8.10%,21.60%,15.70%,11437
Michael Rucker,21.1,10.97,4.22,1.27,0.375,54.20%,18.80%,2,8.44,5.02,204,3.59,4.24,3.75,101,88,0,0.282,1.59,-0.2,35.70%,73.70%,51.10%,52.50%,81.30%,69.30%,40.40%,64.90%,15.70%,26.80%,10.30%,19454
Justin Lawrence,16.2,9.18,10.26,0,0.42,52.10%,0.00%,2.78,8.64,5.73,181,6.29,4.54,5.5,102,131,0,0.313,2.4,-0.26,20.00%,58.70%,34.40%,53.70%,88.70%,75.90%,37.10%,55.80%,8.30%,19.80%,22.10%,17639
Jerad Eickhoff,19.2,5.95,4.58,4.12,0.304,27.60%,28.10%,0.66,8.69,9.69,220,5.97,9.77,6.72,237,160,-0.7,0.33,2.03,-0.9,29.40%,77.40%,49.00%,69.40%,91.20%,83.40%,40.90%,62.50%,8.10%,12.50%,9.60%,12664
Wes Benjamin,22.2,7.54,6.75,2.38,0.329,30.30%,15.40%,0.59,8.74,5.99,201,5.96,7.18,6.8,169,158,-0.5,0.305,2.03,-1.04,27.70%,73.60%,47.30%,78.10%,80.70%,79.80%,42.70%,56.30%,9.50%,17.00%,15.20%,19243
Spenser Watkins,47.1,6.08,3.42,2.09,0.346,32.70%,16.90%,0.86,8.75,7.03,201,5.45,6.1,5.52,136,128,-0.1,0.327,1.8,-1.47,29.40%,71.80%,45.80%,76.00%,90.30%,84.70%,38.60%,55.60%,7.00%,14.20%,8.00%,17489
JC Mejia,47.1,8.18,4.37,2.09,0.319,48.60%,22.90%,1.5,8.75,5.8,196,4.83,6.01,4.8,140,112,-0.4,0.286,1.65,-1.96,28.20%,70.70%,45.60%,66.00%,90.00%,81.20%,40.90%,55.50%,8.60%,19.70%,10.60%,20617
Nick Nelson,14.1,13.81,10.05,0,0.405,35.10%,0.00%,1.3,8.79,5.8,202,5.23,4.07,5.31,93,124,0.1,0.254,2.16,-0.96,29.50%,67.90%,44.40%,55.70%,83.10%,72.00%,38.80%,48.70%,12.40%,28.20%,20.50%,20153
Luis Oviedo,29.2,9.4,7.89,1.21,0.345,44.30%,13.30%,1.3,8.8,6.31,214,5.52,5.66,5.7,135,135,-0.3,0.277,1.99,-0.92,23.50%,65.60%,40.00%,54.20%,85.20%,74.10%,39.10%,51.70%,10.30%,21.10%,17.70%,21728
Seth Frankoff,14.2,6.75,5.52,2.45,0.333,46.90%,22.20%,1.28,9.2,6.03,218,5.74,7.46,6.1,178,145,-0.2,0.317,1.98,-0.61,26.80%,73.80%,46.20%,61.00%,94.90%,83.30%,41.20%,50.00%,7.70%,14.90%,12.20%,11346
Anthony Swarzak,12.1,6.57,0.73,2.92,0.39,27.30%,23.50%,0.71,9.49,7.67,218,4.31,6.41,4.64,151,109,-0.1,0.37,1.7,-0.27,32.40%,68.10%,49.20%,73.50%,89.10%,83.70%,47.20%,57.10%,8.00%,16.10%,1.80%,7466
Jackson Kowar,17,7.94,5.82,1.59,0.353,38.90%,14.30%,1,9.53,6.72,215,5.54,5.99,5.89,141,137,0,0.304,1.88,-0.73,27.10%,68.50%,43.00%,64.30%,82.00%,75.20%,38.60%,57.30%,10.70%,18.30%,13.40%,21549
Shawn Morimando,10.1,7.84,4.35,1.74,0.421,37.50%,13.30%,1,9.58,4.79,243,4.87,5.39,5.46,132,129,-0.1,0.367,2.23,0.11,28.70%,73.80%,47.70%,63.60%,93.50%,83.20%,42.20%,55.60%,8.00%,16.70%,9.30%,13606
Trevor Megill,17.2,12.74,3.57,3.57,0.413,35.80%,31.80%,0.86,9.68,4.85,234,3.31,6.84,3.91,165,92,-0.4,0.333,1.87,-1.05,31.50%,67.60%,46.00%,58.80%,88.80%,76.50%,40.20%,55.80%,10.80%,29.10%,8.10%,17722
Josh Lindblom,16.2,9.18,5.4,2.7,0.36,27.30%,19.20%,0.58,9.72,10.11,232,4.96,7.36,6.24,175,148,-0.3,0.319,1.98,-0.36,27.90%,69.20%,42.40%,77.40%,79.50%,78.60%,35.10%,56.50%,9.10%,20.00%,11.80%,7882
David Hess,20,8.1,4.95,4.5,0.355,22.50%,27.00%,0.43,9.9,8.79,247,5.36,9.66,6.46,236,153,-0.9,0.356,2.15,-0.35,30.80%,78.10%,49.60%,72.10%,85.10%,80.20%,39.80%,57.80%,9.80%,17.60%,10.80%,16130
Jake Jewell,10,9,4.5,4.5,0.419,42.90%,41.70%,1.25,9.9,6.27,240,4.51,9.16,4.8,221,114,-0.4,0.391,2.3,-0.87,35.50%,70.30%,50.20%,63.60%,79.70%,73.10%,42.30%,66.70%,13.50%,19.60%,9.80%,16958
Zac Lowther,16.1,9.37,4.96,2.76,0.326,39.20%,21.70%,0.87,9.92,8.06,228,4.84,7.45,5.98,166,139,-0.3,0.294,1.78,-0.6,24.00%,68.00%,43.10%,57.40%,86.30%,77.20%,43.40%,61.70%,9.80%,21.00%,11.10%,20243
Wyatt Mills,12.2,7.82,4.97,0.71,0.409,51.10%,12.50%,2.88,9.95,5.47,238,4.54,4.35,4.44,103,104,0,0.339,2.05,-0.24,31.60%,56.40%,41.70%,72.10%,90.60%,82.30%,40.90%,57.80%,7.40%,17.20%,10.90%,20010
Corbin Martin,16,7.31,7.88,2.81,0.34,30.90%,21.70%,0.74,10.69,10.75,253,6.38,8.41,6.91,201,164,-0.5,0.324,2.31,-0.84,23.70%,73.00%,45.00%,63.00%,91.70%,83.10%,43.30%,53.50%,7.60%,15.10%,16.30%,19884
Edgar Garcia,14.2,7.36,4.91,3.07,0.304,47.10%,33.30%,1.6,12.27,6.15,283,4.92,7.8,5.19,181,121,-0.5,0.302,1.84,-0.96,24.40%,68.60%,40.90%,51.20%,91.70%,76.50%,37.40%,58.30%,9.60%,16.70%,11.10%,19276
Jon Duplantier,13,8.31,5.54,3.46,0.326,48.90%,33.30%,1.53,13.15,7.3,312,5.3,8.62,5.68,206,135,-0.4,0.317,2.08,-1.09,26.20%,62.00%,43.30%,75.70%,85.00%,82.10%,47.80%,58.60%,7.80%,17.10%,11.40%,19546
Tyler Webb,16.1,7.71,10.47,0.55,0.362,32.80%,4.20%,0.79,13.22,6.35,329,6.88,5.73,7.55,139,180,-0.1,0.301,2.51,-0.38,24.40%,74.70%,43.60%,74.60%,84.80%,81.30%,38.30%,58.70%,8.20%,15.20%,20.70%,14974
Alec Bettinger,10,4.5,2.7,2.7,0.385,39.00%,23.10%,1.23,13.5,6.15,323,5.43,7.26,5.68,173,135,-0.2,0.383,2.1,-0.46,27.80%,71.40%,47.70%,90.00%,92.30%,91.60%,45.70%,56.90%,4.00%,9.80%,5.90%,20312
Beau Burrows,11,6.55,8.18,4.09,0.314,17.50%,18.50%,0.26,13.91,12.12,317,7.36,10.34,8.8,239,204,-0.5,0.333,2.36,-0.45,24.80%,79.20%,46.40%,72.50%,88.10%,83.10%,39.70%,56.90%,7.90%,13.80%,17.20%,18873
